Tanggal,NamaBarang,Satuan,Masuk,Keluar,BeratSatuan,BeratMasuk,Provinsi,Tujuan,Gudang,AsalBantuan,Sumber,Kategori,Spesifikasi,Nomor Dokumen
"3/12/2025, 07.00",BISKUIT,DUS,5,NULL,"5,000000","0,025000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (MASUDUNG LUMUT),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BISKUIT,DUS,5,NULL,"5,000000","0,025000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (SMP 4 LUMUT),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",POP MIE,DUS,3,NULL,"5,000000","0,015000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (SMP 4 LUMUT),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",POP MIE,DUS,15,NULL,"5,000000","0,075000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (SMP 4 LUMUT),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BERAS @50KG,COLY,10,NULL,"50,000000","0,500000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (SMP 4 LUMUT),POS PENDUKUNG SILANGIT,HKBP (PDT. ERHAN G. NABABAN),DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",MIE INSTAN,DUS,94,NULL,"4,000000","0,376000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (GOR PANDAN),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",MIE INSTAN,DUS,17,NULL,"4,000000","0,068000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (GOR PANDAN),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BISKUIT,DUS,8,NULL,"5,000000","0,040000",SUMATERA UTARA,KABUPATEN TAPANULI TENGAH (GOR PANDAN),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",MIE INSTAN,DUS,37,NULL,"4,000000","0,148000",SUMATERA UTARA,KOTA SIBOLGA ( PELABUHAN PELINDO),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BISKUIT,DUS,38,NULL,"5,000000","0,190000",SUMATERA UTARA,KOTA SIBOLGA ( PELABUHAN PELINDO),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",POP MIE,DUS,50,NULL,"5,000000","0,250000",SUMATERA UTARA,KOTA SIBOLGA ( PELABUHAN PELINDO),POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BERAS @5KG,COLY,10,NULL,"5,000000","0,050000",SUMATERA UTARA,KOTA SIBOLGA ( PELABUHAN PELINDO),POS PENDUKUNG SILANGIT,PT. IAS SUPPORT INDONESIA,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",AIR MINERAL,COLY,13,NULL,"15,000000","0,195000",SUMATERA UTARA,KOTA SIBOLGA ( PELABUHAN PELINDO),POS PENDUKUNG SILANGIT,PT. IAS SUPPORT INDONESIA,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BAJU LAPANGAN ORANGE,PCS,200,NULL,"0,600000","0,120000",SUMATERA UTARA,KABUPATEN TAPANULI UTARA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",MATRAS,LEMBAR,100,NULL,"2,000000","0,200000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",SELIMUT,LEMBAR,100,NULL,"1,000000","0,100000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",POMPA ALKON 6HP,UNIT,1,NULL,"8,000000","0,008000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",GENSET,UNIT,1,NULL,"40,000000","0,040000",SUMATERA UTARA,TAPANULI SELATAN,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",PERAHU POLYETELIN DAN MESIN,UNIT,1,NULL,"270,000000","0,270000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,KENDARAAN,NULL,NULL
"3/12/2025, 07.00",TENDA KELUARGA,UNIT,100,NULL,"12,000000","1,200000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",CHAINSAW,UNIT,10,NULL,"20,000000","0,200000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",TOOLKIT,PAKET,6,NULL,"10,000000","0,060000",SUMATERA UTARA,KOTA SIBOLGA,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",PAKET KELUARGA,PAKET,80,NULL,"5,000000","0,400000",SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",PAKET PERLENGKAPAN BAYI,PAKET,150,NULL,"4,000000","0,600000",SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,POS PENDUKUNG SILANGIT,BNPB,DSP,NON FOOD,NULL,NULL
"3/12/2025, 07.00",POP MIE,DUS,20,NULL,"5,000000","0,100000",SUMATERA UTARA,"SITAHUIS, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",MIE INSTAN,DUS,20,NULL,"4,000000","0,080000",SUMATERA UTARA,"SITAHUIS, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",MIE INSTAN,DUS,15,NULL,"4,000000","0,060000",SUMATERA UTARA,"DESA MASUDUNG LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",POP MIE,DUS,12,NULL,"5,000000","0,060000",SUMATERA UTARA,"DESA MASUDUNG LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BISKUIT,DUS,5,NULL,"5,000000","0,025000",SUMATERA UTARA,"DESA MASUDUNG LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BISKUIT,DUS,5,NULL,"5,000000","0,025000",SUMATERA UTARA,"DESA MASUDUNG LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",POP MIE,DUS,3,NULL,"5,000000","0,015000",SUMATERA UTARA,"SMP 4 LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",MIE INSTAN,DUS,15,NULL,"4,000000","0,060000",SUMATERA UTARA,"SMP 4 LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,BANTUAN DPR RI,DONASI,FOOD,NULL,NULL
"3/12/2025, 07.00",BERAS (10KG),KARUNG,2,NULL,"10,000000","0,020000",SUMATERA UTARA,"SMP 4 LUMUT, TAPANULI TENGAH",POS PENDUKUNG SILANGIT,PEMKAB TOBA (BUPATI),DONASI,FOOD,NULL,NULL
"4/12/2025, 07.00",SIKAT GIGI CIPTADENT,KOTAK,11,NULL,"5,000000","0,055000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PASTA GIGI CIPTADENT,KOTAK,13,NULL,"4,000000","0,052000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PEMBALUT SOFTEX,KOTAK,19,NULL,"4,000000","0,076000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PAMPERS ANAK,KOTAK,12,NULL,"4,000000","0,048000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG SARIMURNI,KOTAK,53,NULL,"12,000000","0,636000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",PAMPERS HAPPY,KOTAK,4,NULL,"4,000000","0,016000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PEMBALUT LAURIER,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",SARDEN ABC,KOTAK,20,NULL,"12,000000","0,240000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",BERAS 10KG,KARUNG,12,NULL,"10,000000","0,120000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL AQUA,KOTAK,18,NULL,"8,000000","0,144000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SUSU KOTAK,KOTAK,10,NULL,"7,000000","0,070000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",INDOMIE,KOTAK,1328,NULL,"4,000000","5,312000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG,KOTAK,139,NULL,"12,000000","1,668000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",BISKUIT GABIN,KOTAK,21,NULL,"4,000000","0,084000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG SARIMURNI,KOTAK,42,NULL,"12,000000","0,504000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL AQUA,KOTAK,121,NULL,"4,000000","0,484000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",AQUA BOTOL,KOTAK,18,NULL,"8,000000","0,144000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",BERAS 10KG,KARUNG,199,NULL,"10,000000","1,990000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MALKIST ROMA,KOTAK,3,NULL,"6,000000","0,018000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SARDEN ABC,KOTAK,18,NULL,"8,000000","0,144000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",ENERGEN,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",PASTA GIGI,KOTAK,3,NULL,"4,000000","0,012000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",SUSU KOTAK,KOTAK,9,NULL,"6,000000","0,054000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",PEMBALUT LANSIA,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",BERAS 5KG,KARUNG,2456,NULL,"5,000000","12,280000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",BISKUIT,KOTAK,111,NULL,"5,000000","0,555000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",PAMPERS,KOTAK,95,NULL,"5,000000","0,475000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG,KOTAK,348,NULL,"10,000000","3,480000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",SUSU INDOMILK KID,KOTAK,90,NULL,"4,500000","0,405000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",SARDEN,KOTAK,4,NULL,"5,000000","0,020000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",GULA 1KG,KARUNG,2,NULL,"15,000000","0,030000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL,DUS,506,NULL,"8,000000","4,048000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",HANDUK,BUNGKUS,4,NULL,"4,000000","0,016000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",SELIMUT,KOTAK,2,NULL,"4,500000","0,009000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",HANDUK KECIL,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PAKET SEMBAKO,PAKET,160,NULL,"8,000000","1,280000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",MIE INSTAN,KOTAK,1857,NULL,"4,000000","7,428000",SUMATERA UTARA,SIBOLGA,LANGSUNG,KRI RADJIMAN WIDIONINGRAT,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",INDOMIE,KOTAK,322,NULL,"4,000000","1,288000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",ENERGEN,KOTAK,13,NULL,"2,000000","0,026000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",SIKAT GIGI CIPTADENT,KOTAK,11,NULL,"5,000000","0,055000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PASTA GIGI CIPTADENT,KOTAK,13,NULL,"4,000000","0,052000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PEMBALUT SOFTEX,KOTAK,19,NULL,"4,000000","0,076000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PAMPERS ANAK,KOTAK,12,NULL,"4,000000","0,048000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG SARIMURNI,KOTAK,53,NULL,"12,000000","0,636000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",PAMPERS HAPPY,KOTAK,4,NULL,"4,000000","0,016000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PEMBALUT LAURIER,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",SARDEN ABC,KOTAK,20,NULL,"12,000000","0,240000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",BERAS 10KG,KARUNG,12,NULL,"10,000000","0,120000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL AQUA,KOTAK,18,NULL,"8,000000","0,144000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",SUSU KOTAK,KOTAK,10,NULL,"7,000000","0,070000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",INDOMIE,KOTAK,1328,NULL,"4,000000","5,312000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG,KOTAK,139,NULL,"12,000000","1,668000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",BISKUIT GABIN,KOTAK,21,NULL,"4,000000","0,084000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",MINYAK GORENG SARIMURNI,KOTAK,42,NULL,"12,000000","0,504000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL AQUA,KOTAK,121,NULL,"4,000000","0,484000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",AQUA BOTOL,KOTAK,18,NULL,"8,000000","0,144000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",BERAS 10KG,KARUNG,199,NULL,"10,000000","1,990000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",MALKIST ROMA,KOTAK,3,NULL,"6,000000","0,018000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",SARDEN ABC,KOTAK,18,NULL,"8,000000","0,144000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",ENERGEN,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",PASTA GIGI,KOTAK,3,NULL,"4,000000","0,012000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",SUSU KOTAK,KOTAK,9,NULL,"6,000000","0,054000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,MAKANAN,NULL,NULL
"4/12/2025, 07.00",PEMBALUT LANSIA,KOTAK,1,NULL,"4,000000","0,004000",SUMATERA UTARA,SIBOLGA,LANGSUNG,PEMPROV JAWA TENGAH,DONASI,NON FOOD,NULL,NULL
"4/12/2025, 07.00",MAKANAN SIAP SAJI,POUCH,350,NULL,"2,000000","0,700000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SEMBAKO KEMASAN CONTAINER,PAKET,1,NULL,"3,500000","0,003500",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SEMBAKO TOTEBAG,PAKET,500,NULL,"10,000000","5,000000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",BAJU ORANGE,PCS,100,NULL,"50,000000","5,000000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",PAKAIAN,PAKET,18,NULL,"14,000000","0,252000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",POPMIE,DUS,14,NULL,"4,000000","0,056000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MIE INSTAN,DUS,20,NULL,"4,000000","0,080000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",ROTI DAN SNAK,DUS,3,NULL,"4,000000","0,012000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",PAMPERS DAN SOFTEX,DUS,1,NULL,"4,000000","0,004000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",BERAS,KOLI,29,NULL,"10,000000","0,290000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL BOTOL,KRAT,35,NULL,"6,000000","0,210000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MINUMAN BOTOL,KRAT,4,NULL,"4,000000","0,016000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",AIR MINERAL GELAS,DUS,8,NULL,"8,000000","0,064000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SUSU KOTAK,DUS,7,NULL,"4,000000","0,028000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MAKANAN SIAP SAJI,POUCH,105,NULL,"2,000000","0,210000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",INDOMIE,DUS,220,NULL,"4,000000","0,880000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",BISKUIT,DUS,16,NULL,"10,000000","0,160000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",TELUR,IKAT,16,NULL,"20,000000","0,320000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SEDAP CUP,DUS,66,NULL,"3,000000","0,198000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SUN SEREAL,DUS,13,NULL,"2,880000","0,037440",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",ENERGEN,DUS,16,NULL,"5,600000","0,089600",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",SARDEN,DUS,5,NULL,"10,000000","0,050000",SUMATERA UTARA,MITRA/KUALANAMU,BNPB,DSP,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",PAKAIAN,PAKET,18,NULL,"14,000000","0,252000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,NON FOOD,NON FOOD,NULL,NULL
"4/12/2025, 07.00",POPMIE,DUS,14,NULL,"4,000000","0,056000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",MIE INSTAN,DUS,20,NULL,"4,000000","0,080000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",ROTI DAN SNAK,DUS,3,NULL,"4,000000","0,012000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00","GULA, SUSU, KOPI, ENERGEN",DUS,2,NULL,"15,000000","0,030000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
"4/12/2025, 07.00",OBAT-OBATAN,DUS,1,NULL,"5,000000","0,005000",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,OBAT-OBATAN,OBAT - OBATAN,NULL,NULL
"4/12/2025, 07.00",SUSU BAYI,DUS,1,NULL,"0,800000","0,000800",SUMATERA UTARA,MITRA/KUALANAMU,DONASI,DONASI,MAKANAN,FOOD,NULL,NULL
