Tanggal,NamaBarang,Satuan,Masuk,Keluar,BeratSatuan,BeratMasuk,Provinsi,Tujuan,Gudang,AsalBantuan,Sumber,Kategori,Spesifikasi,Nomor Dokumen
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,400,"50,000000","20,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",BERAS 25 KG DSP,KARUNG,6,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,30,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",POP MIE DSP,DUS,3,3,"3,000000","9,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BENDERA DSP,KOLI,1,1,"60,000000","0,060000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",TIKAR DSP,LEMBAR,26,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,1,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PEMBALUT WANITA DSP,DUS,3,"33,000000","0,000000","0,100000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",PAMPERS DSP,DUS,2,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",JERIGEN DSP,PAKET,1,NULL,"0,000000","0,000000",ACEH,LHOKSEUMAWE,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,10,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,6,"50,000000","0,000000","0,300000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL DSP,DUS,3,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PAMPERS DSP,DUS,1,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",PEMBALUT WANITA DSP,DUS,1,"33,000000","0,000000","0,030000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SARUNG DSP,DUS,5,"4,000000","0,000000","0,020000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,15,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,4,"50,000000","0,000000","0,200000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,10,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,2,"50,000000","0,000000","0,100000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MAKANAN SIAP SAJI DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SARUNG DSP,DUS,5,"4,000000","0,000000","0,020000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,1,"50,000000","0,000000","0,050000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",BERAS 25 KG DSP,KARUNG,12,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL DSP,DUS,40,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,50,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,20,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",PAKAIAN DSP,KARUNG,7,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,5,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",KASUR LIPAT DSP,KARUNG,10,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",MAKANAN SIAP SAJI DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PAKAIAN DSP,KARUNG,2,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",TENDA KELUARGA DSP,Unit,10,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",PAKAIAN DSP,KARUNG,6,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",PORTABLE TANK DSP,PAKET,2,NULL,"0,000000","0,000000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",GENSET 2800W DSP,PCS,5,"25,000000","0,000000","0,130000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",KOMPOR PORTABLE DSP,SET,5,"17,000000","0,000000","0,090000",ACEH,ACEH TAMIANG,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MAKANAN SIAP SAJI DSP,DUS,10,NULL,"0,000000","0,000000",ACEH,NAGAN RAYA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,11,NULL,"0,000000","0,000000",ACEH,NAGAN RAYA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,11,NULL,"0,000000","0,000000",ACEH,NAGAN RAYA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,30,NULL,"0,000000","0,000000",ACEH,NAGAN RAYA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,30,NULL,"0,000000","0,000000",ACEH,ACEH TENGAH,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,30,NULL,"0,000000","0,000000",ACEH,ACEH TENGAH,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SARUNG DSP,DUS,3,"4,000000","0,000000","0,010000",ACEH,ACEH TENGAH,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,40,NULL,"0,000000","0,000000",ACEH,BENER MERIAH,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,4,NULL,"0,000000","0,000000",ACEH,BENER MERIAH,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,3,NULL,"0,000000","0,000000",ACEH,BENER MERIAH,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,20,"50,000000","0,000000","1,000000",ACEH,BENER MERIAH,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,10,"50,000000","0,000000","0,500000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,10,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MAKANAN SIAP SAJI DSP,DUS,2,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,2,"50,000000","0,000000","0,100000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",LCR + ROMPI,KARUNG,34,"115,000000","3,910000","0,000000",ACEH,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,44,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PAKAIAN DSP,KARUNG,8,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 5 KG,KARUNG,250,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN,DUS,100,"43,000000","4,300000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL,DUS,60,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT,DUS,26,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PEMBALUT WANITA,DUS,8,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",PAMPERS,DUS,8,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SABUN MANDI,DUS,10,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,10,"50,000000","0,000000","0,500000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,20,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SABUN MANDI DSP,DUS,2,"6,000000","0,000000","0,010000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,5,NULL,"0,000000","0,000000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SARUNG DSP,DUS,5,"4,000000","0,000000","0,020000",ACEH,GAYO LUES,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,10,"50,000000","0,000000","0,500000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",OBAT-OBATAN DSP,DUS,6,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,23,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",GULA DSP,DUS,1,"25,000000","0,000000","0,030000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,1,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SABUN MANDI DSP,DUS,2,"6,000000","0,000000","0,010000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,2,NULL,"0,000000","0,000000",ACEH,ACEH TENGGARA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,30,NULL,"0,000000","0,000000",ACEH,ACEH TENGAH,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",GENSET 2800W DSP,PCS,1,"25,000000","0,000000","0,030000",ACEH,ACEH TENGAH,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",OBAT-OBATAN DSP,DUS,1,NULL,"0,000000","0,000000",ACEH,ACEH TENGAH,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,12,"50,000000","0,000000","0,600000",ACEH,LANGSA,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,30,NULL,"0,000000","0,000000",ACEH,LANGSA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",MATRAS DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,LANGSA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,2,NULL,"0,000000","0,000000",ACEH,LANGSA,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,8,NULL,"0,000000","0,000000",ACEH,LANGSA,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",ROMPI,DUS,144,"8,000000","1,000000","0,000000",ACEH,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"31/12/2025, 07.00",PERLENGKAPAN SHALAT,DUS,5,NULL,"0,000000","0,000000",ACEH,NULL,POS TERPADU LANUD SIM,DONASI,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",BERAS 50KG DSP,KARUNG,10,"50,000000","0,000000","0,500000",ACEH,BIREUEN,POS TERPADU LANUD SIM,DSP,FOOD,PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",SELIMUT DSP,LEMBAR,3,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",TIKAR DSP,LEMBAR,42,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",KOMPOR PORTABLE DSP,SET,3,"17,000000","0,000000","0,050000",ACEH,BIREUEN,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",MIE INSTAN DSP,DUS,100,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",SEMBAKO DSP,PAKET,50,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",BISKUIT DSP,DUS,6,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PEMBALUT WANITA DSP,DUS,3,"33,000000","0,000000","0,100000",ACEH,BIREUEN,POS TERPADU LANUD SIM,DSP,NON FOOD,NON PERMAKANAN,NULL,NULL
"31/12/2025, 07.00",PAMPERS DSP,DUS,5,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",PAKAIAN DSP,KARUNG,2,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",AIR MINERAL DSP,DUS,15,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"31/12/2025, 07.00",PAKAIAN DSP,KARUNG,9,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"31/12/2025, 07.00",KASUR LIPAT DSP,KARUNG,8,NULL,"0,000000","0,000000",ACEH,BIREUEN,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",TENDA BANPRES,SET,2,NULL,"500,000000","1,000000",ACEH,Kabupaten Bireuen,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",PERAHU KARET BANPRES,UNIT,1,NULL,"105,000000","0,105000",ACEH,Kabupaten Bireuen,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",MINUMAN BERASA,PACK,175,NULL,"3,000000","0,525000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",AIR MINERAL,DUS,330,NULL,"10,000000","3,300000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,40,NULL,"10,000000","0,400000",ACEH,NULL,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,1,NULL,"10,000000","0,010000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",KELAMBU,KARUNG,10,NULL,"25,000000","0,250000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",MIE INSTAN DSP,DUS,36,NULL,"4,000000","0,144000",ACEH,NULL,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",TERPAL,KARUNG,10,NULL,"25,000000","0,250000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SARUNG,LEMBAR,500,NULL,"2,000000","1,000000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,80,NULL,"2,000000","0,160000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",TENDA FAMILY,SET,5,NULL,"25,000000","0,125000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",REGULATOR GAS,DUS,1,NULL,"20,000000","0,020000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SAUS SAMBAL,DUS,6,NULL,"5,000000","0,030000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",ROTI REGAL,DUS,4,NULL,"5,000000","0,020000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",BISKUIT,DUS,30,NULL,"6,000000","0,180000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
